Vp,Vs,V - Vs
4.21264672e-06,1.60444768e-06,-2.1002648
5.5629408e-06,2.0049424e-06,-2.19952704
8.658224e-06,1.5984264e-06,-2.29956288
2.36450432e-08,1.61638896e-06,-2.40072768
2.975904e-06,7.86429568e-07,-2.50074832
1.9658936e-06,3.21193056e-07,-2.60066064
-4.30946304e-07,4.15854144e-07,-2.70002464
4.94102016e-06,2.0770176e-07,-2.80024736
6.2853888e-06,-1.61927792e-07,-2.89983872
2.35414384e-06,-1.3384692e-06,-2.99901344
1.95395328e-06,-1.91728704e-06,-3.0995728
